REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2021,04,1,46,6,09,,1,2,1,1,,,2,3,11,08,35,,,,400,400,1,400,400,0,,0,0,0,,240,,2700,1,1,3,4,,,,,,,,,,,,,,,,,1,05,,73
2,2021,04,1,47,0,04,,2,1,4,1,,,1,1,17,04,18,,,,320,240,1,320,240,80,1,0,0,0,,54,,2317,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,194
3,2021,04,1,47,0,10,,2,1,4,1,,,5,3,17,05,22,,,,300,350,1,300,350,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,1,08,,208
4,2021,04,1,10,0,11,,2,2,2,1,,,2,3,20,05,26,,,,300,300,1,300,300,0,,0,0,0,,11,,1500,3,1,1,1,,,,,,,,,,,,,,,,,,02,,112
5,2021,04,4,59,9,10,,2,5,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,01,,1029
6,2021,04,4,13,0,12,,1,6,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,166
7,2021,04,4,46,6,07,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,1,01,,66
8,2021,04,4,10,0,11,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,11,,159
9,2021,04,4,48,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,417
10,2021,04,4,35,0,11,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,11,,363
11,2021,04,1,24,0,04,,1,2,5,1,,,2,1,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,64,,1675,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,380
12,2021,04,1,59,0,11,,1,1,6,1,,,6,2,14,03,11,,,,50,60,2,50,60,,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,,05,,395
13,2021,04,3,46,0,03,6,1,6,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,54,4,1,,,14,2,,,,1,,,1,,,1,01,,139
14,2021,04,4,48,7,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,1,11,,572
15,2021,04,1,24,2,08,,1,1,6,1,,,1,2,21,01,02,,,,375,375,1,375,375,0,,0,0,0,,101,,5487,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,895
16,2021,04,1,35,0,04,,2,1,4,1,,,2,3,09,07,33,,,,400,400,1,400,400,0,,0,0,0,,7,,2452,3,1,1,4,,,,,,,,,,,,,,,,,1,03,1,303
17,2021,04,1,24,0,06,,2,6,2,1,,,2,3,19,07,34,,,,320,320,1,320,320,0,,0,0,0,,115,,1500,3,1,1,4,,,,,,,,,,,,,,,,,1,11,,114
18,2021,04,1,35,0,09,,1,2,6,1,,,1,2,16,05,20,,,,500,500,1,500,500,0,,0,0,0,,240,,6154,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,63
19,2021,04,1,24,2,07,,1,5,1,1,,,2,3,11,08,36,,,,500,440,1,500,440,100,2,0,0,0,,23,,1200,1,1,2,3,,,,,,,,,,,,,,,,,1,01,,610
20,2021,04,2,35,0,03,6,2,1,4,1,,,2,3,17,05,24,2,1,2,325,0,1,325,0,,,,,,,87,,3400,1,1,3,3,,,,,,,,,,,,,,,,,1,03,1,122
21,2021,04,4,46,6,03,5,1,6,2,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,108
22,2021,04,1,59,9,09,,2,1,5,1,,,4,2,12,02,05,,,,100,80,2,100,80,,,,,,5,63,,,,,,,,,,,,,,,,,,,,,,,1,02,,672
23,2021,04,1,35,3,06,,2,1,5,1,,,1,3,21,03,12,,,,350,350,1,350,350,0,,0,0,0,,31,,6044,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,542
24,2021,04,1,13,0,03,6,1,6,6,1,,,2,3,14,03,11,,,,400,400,1,400,400,0,,0,0,0,,31,,2100,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,218
25,2021,04,1,48,7,07,,1,1,4,1,,,2,3,15,09,40,,,,350,460,1,350,460,0,,0,0,0,,3,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,05,,118
26,2021,04,1,47,0,05,,2,6,5,2,,,1,3,16,05,20,,,,150,150,2,250,230,0,,0,0,0,4,2,,3100,3,3,4,4,,,,,,,,,,,,,,,,,2,01,,211
27,2021,04,4,59,9,11,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,11,,781
28,2021,04,4,12,0,12,,2,3,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,01,,137
