REF_DATE,All-items,Inflation_Rate_MoM
2024-01-01,159.3,-0.12539184952977678
2024-02-01,159.5,0.12554927809165228
2024-03-01,159.9,0.25078369905957576
2024-04-01,160.2,0.18761726078797558
2024-05-01,160.6,0.24968789013732895
2024-06-01,160.8,0.12453300124533051
2024-07-01,161.2,0.24875621890545485
2024-08-01,161.3,0.062034739454097654
2024-09-01,161.3,0.0
2024-10-01,161.8,0.309981401115933
2024-11-01,162.0,0.12360939431395046
2024-12-01,162.4,0.24691358024691024
