REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
32,2024,03,1,47,0,07,,2,1,5,1,,,1,3,12,01,02,,,,375,375,1,375,375,0,,0,0,0,,100,,5641,3,1,2,4,,,,,,,,,,,,,,,,,1,04,4,137
33,2024,03,4,46,0,05,,2,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,16,3,53
34,2024,03,2,24,2,10,,1,1,6,1,,,2,2,15,08,37,1,2,2,400,0,1,400,0,,,,,,,33,,2300,1,1,1,3,,,,,,,,,,,,,,,,,1,02,,794
35,2024,03,4,24,2,04,,2,1,2,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,,167
36,2024,03,1,35,4,08,,2,6,1,1,,,2,2,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,55,,1800,3,1,2,2,,,,,,,,,,,,,,,,,1,14,3,241
37,2024,03,1,59,0,05,,1,1,6,1,,,1,3,05,01,04,,,,375,410,1,375,410,0,,40,0,40,,46,,7179,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,472
38,2024,03,1,35,4,03,5,1,6,5,1,,,2,3,13,07,32,,,,400,400,1,400,400,0,,0,0,0,,23,,3510,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,282
39,2024,03,1,48,7,05,,2,5,4,1,,,6,2,17,05,24,,,,400,300,1,400,300,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,1,18,,809
40,2024,03,4,35,0,12,,1,4,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,,,,,,,,,,,01,,107
41,2024,03,1,35,4,10,,2,1,6,1,,,6,2,14,02,06,,,,75,100,2,75,100,,,,,,5,62,,,,,,,,,,,,,,,,,,,,,,,1,08,,249
42,2024,03,4,59,0,06,,2,2,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,1,,1,05,,288
43,2024,03,1,12,0,04,,2,1,5,1,,,2,3,20,07,32,,,,160,160,2,160,160,0,,0,0,0,5,4,,1500,3,4,1,1,,,,,,,,,,,,,,,,,1,02,,241
44,2024,03,4,47,0,01,2,2,6,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,126
45,2024,03,3,48,8,03,6,1,1,0,,1,1,2,1,10,07,34,,,,,,,,,,,,,,,,6,,,,,,16,6,1,0,00,6,2,,1,,1,1,1,0,,,1,11,,600
46,2024,03,4,48,7,12,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,09,,761
47,2024,03,1,24,2,04,,1,2,6,1,,,1,3,16,05,20,,,,375,475,1,375,475,0,,0,100,100,,43,,3590,3,3,4,4,,,,,,,,,,,,,,,,,1,02,,1122
48,2024,03,1,24,0,09,,2,1,4,1,,,6,3,14,02,07,,,,150,150,2,150,150,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,131
49,2024,03,4,35,4,01,2,1,6,3,,1,1,2,3,06,08,38,,,,,,,,,,,,,,,,1,,,,,,,,,4,09,8,,,,,,,,,,,2,15,,774
50,2024,03,1,12,0,05,,2,1,4,1,,,7,3,15,01,03,,,,200,500,2,200,500,,,,,,1,127,,,,,,,,,,,,,,,,,,,,,,,3,02,,96
51,2024,03,4,59,0,11,,2,1,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,148
52,2024,03,4,59,0,12,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,11,,316
53,2024,03,2,35,0,03,6,1,6,2,1,,,7,3,01,09,40,2,1,,600,0,1,600,0,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,1,06,,558
54,2024,03,4,24,0,02,4,1,6,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,2,01,,131
55,2024,03,1,48,8,05,,1,1,5,1,,,2,3,14,05,19,,,,500,420,1,500,420,80,3,0,0,0,,11,,7885,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,878
56,2024,03,1,48,8,04,,2,6,1,1,,,2,3,19,01,03,,,,350,350,1,350,350,0,,0,0,0,,194,,1800,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,763
57,2024,03,1,48,0,06,,2,1,4,1,,,2,2,10,07,31,,,,375,300,1,375,300,75,2,0,0,0,,117,,2240,3,1,3,4,,,,,,,,,,,,,,,,,1,18,,115
58,2024,03,1,10,0,02,4,2,6,4,1,,,2,2,19,07,34,,,,250,240,2,250,240,0,,0,0,0,5,21,,2500,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,49
59,2024,03,1,48,0,05,,1,1,6,1,,,4,2,11,08,38,,,,400,400,1,400,400,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,1,06,1,541
60,2024,03,1,46,6,07,,1,6,6,1,,,2,2,12,02,07,,,,375,375,1,375,375,0,,0,0,0,,207,,2280,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,261
61,2024,03,4,59,9,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,338
62,2024,03,2,10,0,09,,1,2,4,1,,,2,3,11,08,35,0,5,2,840,0,1,840,0,,,,,,,26,,6000,3,3,3,4,,,,,,,,,,,,,,,,,1,07,4,58
63,2024,03,4,11,0,12,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,44
64,2024,03,1,24,0,07,,2,6,4,1,,,1,3,21,02,08,,,,375,300,1,375,300,75,3,0,0,0,,183,,3333,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,384
65,2024,03,4,24,2,12,,2,4,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,01,,744
66,2024,03,4,35,4,12,,2,3,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,193
67,2024,03,1,48,0,06,,1,1,4,1,,,2,3,06,08,35,,,,440,740,1,440,740,0,,200,100,300,,47,,4500,3,1,3,3,,,,,,,,,,,,,,,,,1,03,3,119
68,2024,03,1,24,0,04,,1,2,4,1,,,2,3,10,08,35,,,,400,400,1,400,400,0,,0,0,0,,3,,2800,3,1,2,3,,,,,,,,,,,,,,,,,1,03,1,337
69,2024,03,1,35,4,03,5,2,6,5,1,,,2,2,08,03,10,,,,375,375,1,375,375,0,,0,0,0,,13,,2385,3,1,3,3,,,,,,,,,,,,,,,,,1,18,,218
70,2024,03,4,10,0,11,,1,5,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,01,,111
71,2024,03,1,35,4,08,,1,1,6,1,,,4,3,14,02,05,,,,450,450,1,450,450,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,1,03,3,251
72,2024,03,1,48,0,06,,1,3,4,1,,,2,3,04,10,41,,,,420,368,1,420,368,0,,0,8,8,,167,,8242,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,112
73,2024,03,1,24,0,05,,1,6,4,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,21,,2180,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,210
74,2024,03,4,24,2,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,11,,204
75,2024,03,4,46,0,12,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,46
76,2024,03,3,24,2,03,5,1,6,2,,1,1,2,1,15,07,33,,,,,,,,,,,,,,,,7,,,,,,28,3,1,3,05,8,2,,1,1,1,1,1,1,,,1,01,,1105
77,2024,03,1,12,0,10,,1,2,4,1,,,4,3,06,08,36,,,,200,220,2,200,220,,,,,,7,85,,,,,,,,,,,,,,,,,,,,,,,1,02,,120
78,2024,03,4,24,2,09,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,1,18,,854
79,2024,03,1,35,0,10,,2,5,5,1,,,1,3,16,02,06,,,,350,350,1,350,350,0,,0,0,0,,177,,4835,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,68
80,2024,03,1,46,6,09,,1,1,3,1,,,2,3,09,07,33,,,,550,550,1,550,550,0,,0,150,150,,46,,4423,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,171
81,2024,03,1,24,0,11,,2,6,5,1,,,2,3,17,02,07,,,,320,360,1,320,360,0,,0,0,0,,57,,2497,3,1,2,2,,,,,,,,,,,,,,,,,,01,,119
82,2024,03,1,12,0,09,,2,6,4,1,,,2,3,15,07,34,,,,550,550,1,550,550,0,,0,0,0,,96,,1600,3,1,2,2,,,,,,,,,,,,,,,,,1,15,4,309
83,2024,03,1,35,4,07,,1,1,5,1,,,1,3,16,05,25,,,,350,350,1,350,350,0,,0,0,0,,240,,2600,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,884
84,2024,03,1,59,9,07,,2,2,3,1,,,2,3,12,02,06,,,,400,160,1,400,160,240,1,0,0,0,,39,,3365,3,1,4,4,,,,,,,,,,,,,,,,,1,08,,311
85,2024,03,1,48,7,09,,1,2,4,1,,,4,3,11,08,38,,,,500,450,1,500,450,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,1,02,,523
86,2024,03,1,59,9,09,,1,1,5,1,,,2,2,13,03,11,,,,400,390,1,400,390,80,1,0,70,70,,26,,5529,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,184
87,2024,03,2,48,0,04,,2,1,2,1,,,2,3,10,04,18,1,24,1,400,0,1,400,0,,,,,,,58,,1960,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,110
88,2024,03,1,35,0,09,,1,6,2,1,,,2,3,19,08,36,,,,400,400,1,400,400,0,,0,0,0,,166,,1500,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,265
89,2024,03,4,10,0,11,,2,1,4,,1,1,1,3,21,02,08,,,,,,,,,,,,,,,,234,,,,,,,,,5,07,3,,,,,,,,,,,,05,,224
90,2024,03,4,35,0,12,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,265
91,2024,03,1,48,0,08,,2,4,2,1,,,2,3,10,07,33,,,,375,375,1,375,375,0,,0,0,0,,224,,2300,3,1,3,4,,,,,,,,,,,,,,,,,1,18,,514
92,2024,03,4,10,0,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,11,,49
93,2024,03,3,10,0,08,,2,4,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,,,111,2,,,,1,,,0,,,1,01,,142
94,2024,03,1,24,0,06,,1,2,4,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,218,,4300,1,1,1,1,,,,,,,,,,,,,,,,,1,03,2,129
95,2024,03,4,12,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,1,11,,230
96,2024,03,1,12,0,08,,2,1,6,1,,,6,3,01,01,04,,,,350,350,1,350,350,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,1,02,,59
97,2024,03,1,35,0,07,,2,5,3,2,,,2,3,17,01,02,,,,400,400,1,560,400,0,,0,0,0,,240,,2900,3,1,3,3,,,,,,,,,,,,,,,,,3,14,3,270
98,2024,03,4,35,0,09,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,89
99,2024,03,1,59,9,08,,2,6,6,1,,,2,3,16,05,20,,,,350,350,1,350,350,0,,0,0,0,,240,,5495,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,320
100,2024,03,4,35,4,02,3,1,6,5,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,475
101,2024,03,1,59,0,06,,1,2,4,1,,,2,3,20,08,35,,,,400,400,1,400,400,0,,0,0,0,,3,,4000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,152
102,2024,03,1,59,0,05,,2,6,6,1,,,1,3,21,01,02,,,,350,350,1,350,350,0,,0,0,0,,71,,5220,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,395
103,2024,03,4,59,9,11,,1,2,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,298
104,2024,03,1,35,5,02,3,2,1,4,2,,,2,3,17,04,18,,,,375,375,1,530,530,0,,0,0,0,,12,,2500,1,1,2,3,,,,,,,,,,,,,,,,,1,18,,386
105,2024,03,1,35,4,03,5,2,1,5,1,,,2,3,06,02,06,,,,400,400,1,400,400,0,,0,0,0,,11,,2500,3,1,2,2,,,,,,,,,,,,,,,,,1,05,,306
106,2024,03,4,59,9,05,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,1,01,,330
107,2024,03,1,24,2,03,6,2,2,4,1,,,1,3,17,05,26,,,,350,350,1,350,350,0,,0,0,0,,87,,2500,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,841
108,2024,03,1,35,0,08,,1,4,4,1,,,1,3,21,05,20,,,,350,500,1,350,500,0,,0,150,150,,235,,4670,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,202
109,2024,03,4,35,4,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,03,,1158
110,2024,03,4,48,7,02,4,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,621
111,2024,03,1,46,6,06,,2,1,4,1,,,2,3,12,07,32,,,,400,400,1,400,400,0,,0,0,0,,15,,3750,3,1,2,4,,,,,,,,,,,,,,,,,3,03,1,151
112,2024,03,1,35,0,08,,2,6,5,1,,,2,3,19,07,34,,,,360,360,1,360,360,0,,0,0,0,,67,,1750,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,153
113,2024,03,1,48,8,09,,1,2,4,2,,,2,2,06,02,06,,,,400,450,1,550,600,0,,0,50,50,,15,,5721,3,1,3,4,,,,,,,,,,,,,,,,,1,04,4,382
114,2024,03,2,12,0,02,4,2,6,5,1,,,2,3,14,06,28,3,1,1,300,0,1,300,0,,,,,,,22,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,287
115,2024,03,1,59,9,02,4,2,6,2,1,,,2,3,08,02,09,,,,400,400,1,400,400,0,,0,0,0,,24,,2644,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,307
116,2024,03,1,48,0,02,4,1,6,5,1,,,6,3,01,01,04,,,,350,350,1,350,350,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,1,01,,538
117,2024,03,4,59,0,09,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,1,11,,158
118,2024,03,1,59,9,12,,2,1,2,1,,,2,2,01,09,40,,,,400,400,1,400,400,0,,0,0,0,,104,,1820,3,1,1,1,,,,,,,,,,,,,,,,,,08,,237
119,2024,03,1,59,0,02,4,2,6,5,1,,,2,3,09,02,09,,,,375,300,1,375,300,75,3,0,0,0,,23,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,343
120,2024,03,1,35,4,10,,2,1,5,1,,,2,2,17,04,18,,,,400,400,1,400,400,0,,0,0,0,,240,,2805,3,1,3,4,,,,,,,,,,,,,,,,,1,08,,234
121,2024,03,1,11,0,10,,1,1,4,1,,,1,3,16,02,05,,,,375,375,1,375,375,0,,0,0,0,,22,,3590,3,1,2,2,,,,,,,,,,,,,,,,,1,04,4,69
122,2024,03,1,46,6,11,,2,5,2,1,,,1,3,17,01,02,,,,400,400,1,400,400,0,,0,0,0,,171,,4808,3,1,2,3,,,,,,,,,,,,,,,,,,03,,149
123,2024,03,1,35,0,04,,1,2,5,1,,,2,3,09,07,33,,,,400,400,1,400,400,0,,0,0,0,,43,,3365,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,150
124,2024,03,4,35,4,11,,2,3,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,994
125,2024,03,4,59,9,12,,2,4,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,01,,256
126,2024,03,4,48,8,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,840
127,2024,03,4,59,0,12,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,08,,224
128,2024,03,1,12,0,07,,2,5,5,1,,,1,3,21,01,02,,,,375,270,1,375,270,105,1,0,0,0,,240,,6051,3,1,3,4,,,,,,,,,,,,,,,,,1,15,4,176
129,2024,03,4,35,4,02,4,2,6,2,,1,2,1,3,16,02,08,,,,,,,,,,,,,,,,2,,,,,,,,,3,05,2,,,,,,,,,,,2,04,,1274
130,2024,03,1,35,0,09,,2,6,2,1,,,2,3,13,02,08,,,,400,400,1,400,400,0,,0,0,0,,8,,2885,3,1,2,2,,,,,,,,,,,,,,,,,1,15,4,131
131,2024,03,2,24,0,08,,2,1,4,1,,,1,3,11,08,37,3,1,1,400,0,1,400,0,,,,,,,149,,3102,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,173
132,2024,03,4,48,0,10,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,1,05,,450
133,2024,03,4,12,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,203
134,2024,03,1,12,0,10,,2,1,6,1,,,1,3,17,04,16,,,,160,75,2,160,75,80,3,0,0,0,5,3,,5200,1,4,1,1,,,,,,,,,,,,,,,,,1,08,,121
135,2024,03,1,35,0,06,,2,1,5,1,,,6,2,12,02,05,,,,100,100,2,100,100,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,1,03,1,106
136,2024,03,1,46,6,02,4,1,6,2,1,,,1,3,17,05,24,,,,400,420,1,400,420,0,,0,20,20,,17,,1500,3,1,1,2,,,,,,,,,,,,,,,,,1,17,,215
137,2024,03,4,11,0,12,,1,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,18,,106
138,2024,03,1,24,0,03,6,1,6,4,1,,,2,3,08,10,43,,,,360,360,1,360,360,0,,0,0,0,,23,,4710,1,1,3,4,,,,,,,,,,,,,,,,,1,18,,836
139,2024,03,1,46,0,09,,2,1,5,1,,,1,3,16,05,20,,,,400,450,1,400,450,0,,0,50,50,,240,,4423,1,1,1,3,,,,,,,,,,,,,,,,,1,02,,62
140,2024,03,1,46,6,02,3,2,6,2,1,,,2,3,18,05,24,,,,250,290,2,250,290,0,,0,0,0,4,7,,1906,3,4,1,4,,,,,,,,,,,,,,,,,2,03,,173
141,2024,03,1,35,4,08,,2,2,5,1,,,2,3,12,01,02,,,,400,240,1,400,240,160,2,0,0,0,,240,,6490,3,1,2,2,,,,,,,,,,,,,,,,,1,09,2,199
142,2024,03,3,12,0,04,,2,1,6,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,26,5,2,,,,2,,,,1,,,2,,,1,06,1,287
143,2024,03,4,35,4,11,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,11,,228
144,2024,03,1,12,0,03,6,1,6,5,1,,,1,3,21,02,06,,,,375,375,1,375,375,0,,0,0,0,,55,,3333,1,1,1,4,,,,,,,,,,,,,,,,,1,18,,241
145,2024,03,4,24,1,08,,2,2,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,1,05,,399
146,2024,03,2,35,4,06,,2,5,4,1,,,2,2,11,02,08,2,28,2,440,0,1,440,0,,,,,,,31,,1879,3,1,2,2,,,,,,,,,,,,,,,,,1,14,1,262
147,2024,03,1,47,0,01,1,2,6,0,1,,,2,1,10,07,33,,,,160,160,2,160,160,0,,0,0,0,4,8,,1500,2,3,1,4,,,,,,,,,,,,,,,,,2,03,,213
