REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
14,2024,06,1,24,0,07,,2,2,5,1,,,2,3,11,02,07,,,,375,375,1,375,375,0,,0,0,0,,6,,4103,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,104
15,2024,06,1,48,0,06,,1,2,2,1,,,2,3,04,09,39,,,,700,420,1,700,420,0,,0,0,0,,240,,5900,3,1,2,4,,,,,,,,,,,,,,,,,1,06,1,236
16,2024,06,4,35,0,12,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,11,,131
17,2024,06,1,12,0,09,,2,1,4,1,,,2,3,17,05,26,,,,350,350,1,350,350,0,,0,0,0,,194,,2300,1,1,3,3,,,,,,,,,,,,,,,,,1,02,,129
18,2024,06,1,35,4,08,,2,6,5,1,,,2,2,17,05,22,,,,310,310,1,310,310,0,,0,0,0,,158,,2718,1,1,2,2,,,,,,,,,,,,,,,,,1,15,4,987
19,2024,06,4,24,2,12,,2,2,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,11,,224
20,2024,06,1,46,6,11,,1,6,4,1,,,2,3,09,01,03,,,,400,800,1,400,800,0,,0,400,400,,128,,12981,3,1,1,4,,,,,,,,,,,,,,,,,,01,,144
21,2024,06,4,35,4,12,,1,3,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,01,,227
22,2024,06,1,47,0,07,,1,1,5,2,,,2,3,18,03,13,,,,400,700,1,480,780,0,,0,300,300,,240,,2019,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,151
23,2024,06,4,35,4,12,,2,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,11,,221
24,2024,06,4,35,0,11,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,11,,205
25,2024,06,1,13,0,10,,1,3,2,1,,,1,3,16,08,36,,,,400,400,1,400,400,0,,0,0,0,,240,,2370,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,97
26,2024,06,4,46,6,08,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,1,07,4,174
27,2024,06,4,35,0,12,,1,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,134
28,2024,06,1,35,0,10,,2,1,5,1,,,1,3,21,05,22,,,,350,320,1,350,320,70,3,0,40,40,,240,,5495,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,264
29,2024,06,4,24,1,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,11,,247
30,2024,06,1,47,0,05,,1,2,2,1,,,2,3,04,09,39,,,,400,500,1,400,500,0,,100,0,100,,158,,4000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,228
31,2024,06,1,24,0,09,,2,2,5,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,240,,5000,1,1,3,3,,,,,,,,,,,,,,,,,1,02,,125
32,2024,06,3,48,7,02,3,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,,,,2,,1,,1,,1,2,,,1,15,,625
33,2024,06,4,24,1,10,,2,5,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,1,01,,213
34,2024,06,4,24,2,11,,1,1,0,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,166
35,2024,06,1,13,0,05,,2,1,4,1,,,1,3,16,05,25,,,,240,240,2,240,240,0,,0,0,0,5,10,,2500,1,3,3,4,,,,,,,,,,,,,,,,,1,02,,85
36,2024,06,4,35,4,01,2,2,6,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,1227
37,2024,06,1,35,0,07,,2,1,6,1,,,2,3,20,01,01,,,,400,400,1,400,400,0,,0,0,0,,35,,7356,3,1,3,3,,,,,,,,,,,,,,,,,1,04,4,445
38,2024,06,1,35,4,10,,2,1,4,1,,,2,3,12,02,05,,,,375,375,1,375,375,0,,0,0,0,,240,,4844,3,1,4,4,,,,,,,,,,,,,,,,,1,08,,193
39,2024,06,1,24,0,10,,1,1,1,1,,,2,3,08,10,42,,,,400,400,1,400,400,0,,0,0,0,,63,,2565,1,1,4,4,,,,,,,,,,,,,,,,,1,05,,125
40,2024,06,1,47,0,07,,2,1,4,1,,,2,3,17,02,08,,,,400,400,1,400,400,80,2,0,0,0,,180,,4327,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,147
41,2024,06,1,48,0,08,,2,2,4,1,,,2,3,08,10,41,,,,400,400,1,400,400,0,,0,0,0,,155,,4701,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,555
42,2024,06,1,24,0,10,,2,1,4,1,,,2,3,09,07,33,,,,400,400,1,400,400,0,,0,0,0,,5,,2873,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,278
43,2024,06,1,46,6,09,,2,1,5,1,,,1,3,16,05,20,,,,240,80,2,240,80,160,1,0,0,0,5,240,,4808,3,1,2,2,,,,,,,,,,,,,,,,,1,03,3,294
44,2024,06,1,11,0,09,,2,1,2,1,,,6,3,10,07,34,,,,400,400,1,400,400,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,1,08,,22
45,2024,06,4,24,2,12,,2,3,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,1042
46,2024,06,4,35,4,12,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,1172
47,2024,06,4,35,4,11,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,08,,300
48,2024,06,4,59,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,11,,133
49,2024,06,2,59,0,04,,2,1,4,1,,,1,3,16,05,25,2,69,2,270,0,2,270,0,,,,,,2,70,,3062,1,3,4,4,,,,,,,,,,,,,,,,,1,03,1,162
50,2024,06,3,35,0,03,5,1,6,1,,1,1,2,1,08,08,38,,,,,,,,,,,,,,,,9,,,,,,4,2,1,4,12,5,2,,,,1,,,1,,,1,01,,172
51,2024,06,3,24,2,08,,1,6,4,,1,1,2,3,11,08,38,,,,,,,,,,,,,,,,29,,,,,,6,3,1,2,04,3,2,,1,,1,1,,1,,,1,01,,1052
52,2024,06,4,35,0,05,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,3,334
53,2024,06,4,59,0,12,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,11,,220
54,2024,06,4,24,0,09,,2,2,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,239
55,2024,06,4,24,2,08,,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,1,01,,974
56,2024,06,3,35,4,03,6,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,24,7,2,,,42,2,,,1,1,1,,2,,,1,15,,283
57,2024,06,4,59,9,12,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,204
58,2024,06,1,24,2,07,,2,1,5,1,,,1,2,16,05,24,,,,165,165,2,165,165,0,,0,0,0,2,70,,2200,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,818
59,2024,06,4,35,0,08,,2,1,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,4,366
60,2024,06,4,10,0,05,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,1,12,1,48
61,2024,06,2,59,0,08,,2,4,4,1,,,1,3,17,04,18,3,37,2,360,0,1,360,0,,,,,,,70,,2800,1,1,3,3,,,,,,,,,,,,,,,,,1,15,4,292
62,2024,06,1,46,6,04,,2,1,4,1,,,1,1,17,04,14,,,,310,637,1,310,637,0,,250,0,250,,12,,4060,2,1,3,3,,,,,,,,,,,,,,,,,1,01,,236
63,2024,06,4,35,0,08,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,318
64,2024,06,2,47,0,03,6,2,1,4,1,,,1,1,12,03,11,2,7,2,360,0,1,360,0,,,,,,,22,,3800,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,187
65,2024,06,1,12,0,10,,2,6,2,1,,,1,3,17,07,34,,,,350,320,1,350,320,70,3,0,40,40,,174,,1693,1,1,1,1,,,,,,,,,,,,,,,,,1,18,,107
66,2024,06,4,35,4,11,,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,1342
67,2024,06,2,10,0,04,,2,1,4,1,,,1,3,17,02,08,2,7,2,375,0,1,375,0,,,,,,,114,,2763,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,149
68,2024,06,4,35,4,11,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,08,,193
69,2024,06,1,24,0,02,4,1,6,4,1,,,2,3,11,08,35,,,,400,480,1,400,480,0,,0,0,0,,18,,2856,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,204
70,2024,06,1,47,0,02,3,2,6,3,1,,,1,3,17,04,18,,,,160,80,2,160,80,0,,0,0,0,4,7,,2317,1,3,3,3,,,,,,,,,,,,,,,,,3,18,,94
71,2024,06,1,35,0,03,5,1,6,4,1,,,2,3,10,07,34,,,,300,300,1,300,300,0,,0,0,0,,118,,1655,1,4,2,4,,,,,,,,,,,,,,,,,1,04,,406
72,2024,06,4,46,6,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,130
73,2024,06,1,48,7,10,,2,1,2,1,,,6,3,17,05,24,,,,200,200,2,200,200,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,1,02,,439
74,2024,06,1,24,0,09,,1,2,2,1,,,4,3,14,06,29,,,,400,400,1,400,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,04,4,159
75,2024,06,1,48,0,06,,1,2,4,1,,,2,3,04,01,04,,,,520,520,1,520,520,0,,0,0,0,,207,,11834,3,1,3,4,,,,,,,,,,,,,,,,,1,03,1,72
76,2024,06,2,24,0,07,,2,2,4,1,,,1,3,21,02,09,3,3,1,375,0,1,375,0,,,,,,,29,,2590,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,206
77,2024,06,1,11,0,02,4,2,6,5,1,,,2,3,19,07,34,,,,200,200,2,200,200,0,,0,0,0,4,2,,1900,3,2,2,2,,,,,,,,,,,,,,,,,2,01,,40
78,2024,06,4,24,2,11,,1,4,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,01,,1205
79,2024,06,4,46,0,12,,1,3,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,51
80,2024,06,4,24,0,12,,1,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,01,,462
81,2024,06,1,35,4,04,,1,6,5,1,,,2,3,10,08,36,,,,440,360,1,440,360,80,2,0,0,0,,37,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,506
82,2024,06,4,24,2,11,,1,1,3,,1,1,2,3,20,03,13,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,3,,,,,,,,,,,,08,,174
83,2024,06,1,11,0,05,,2,1,4,1,,,2,3,17,05,24,,,,400,400,1,400,400,0,,0,0,0,,19,,3000,3,1,1,2,,,,,,,,,,,,,,,,,1,03,1,88
84,2024,06,4,12,0,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,11,,186
85,2024,06,1,46,6,11,,1,1,4,1,,,2,3,15,09,40,,,,160,160,2,160,160,0,,0,0,0,5,31,,2300,3,4,1,1,,,,,,,,,,,,,,,,,,05,,177
86,2024,06,4,24,2,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,381
87,2024,06,4,47,0,02,4,2,6,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,1,18,,219
88,2024,06,4,35,0,10,,1,1,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,9,,,,,,,,,4,13,9,,,,,,,,,1,,1,11,,82
89,2024,06,4,35,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,95
90,2024,06,4,24,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,142
91,2024,06,4,11,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,1,05,,89
92,2024,06,1,13,0,02,4,2,6,2,1,,,2,3,19,07,34,,,,400,400,1,400,400,0,,0,0,0,,24,,1625,1,1,2,4,,,,,,,,,,,,,,,,,1,04,,266
93,2024,06,1,13,0,05,,1,1,6,1,,,2,3,03,09,40,,,,800,800,1,800,800,0,,0,0,0,,16,,1563,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,106
94,2024,06,4,35,0,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,1,05,,69
95,2024,06,1,24,0,04,,1,6,3,1,,,2,3,06,08,35,,,,350,300,1,350,300,0,,0,0,0,,15,,2755,1,1,1,1,,,,,,,,,,,,,,,,,1,18,,456
96,2024,06,1,24,0,09,,2,2,4,1,,,1,3,17,04,18,,,,290,290,2,290,290,0,,0,0,0,5,219,,2563,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,118
97,2024,06,4,48,8,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,486
98,2024,06,4,12,0,11,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,11,,88
99,2024,06,1,35,4,08,,2,1,6,1,,,4,2,17,04,14,,,,150,150,2,150,150,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,1,04,4,219
100,2024,06,4,48,0,07,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,1,07,4,102
101,2024,06,4,13,0,12,,2,3,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,02,,48
102,2024,06,4,10,0,12,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,71
103,2024,06,1,24,0,03,6,2,6,2,2,,,1,3,21,07,33,,,,375,375,1,475,475,0,,0,0,0,,27,,3125,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,149
104,2024,06,4,47,0,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,1,11,,90
105,2024,06,4,48,7,01,2,1,6,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,510
106,2024,06,1,35,0,09,,2,6,2,1,,,2,3,11,08,36,,,,250,250,2,250,250,0,,0,0,0,5,213,,2120,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,110
107,2024,06,4,35,3,09,,2,1,5,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,05,,505
108,2024,06,1,35,4,07,,1,1,4,1,,,3,3,06,08,35,,,,400,400,1,400,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,2,176
109,2024,06,4,13,0,01,2,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,66
110,2024,06,4,35,5,06,,2,6,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,,218
111,2024,06,4,46,0,10,,2,3,4,,1,1,2,3,19,07,34,,,,,,,,,,,,,,,,1,,,,,,,,,4,12,12,,,,,,,,,,,1,01,,35
112,2024,06,1,24,0,08,,2,2,4,1,,,1,3,17,02,08,,,,350,355,1,350,355,0,,0,5,5,,59,,2500,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,369
113,2024,06,1,35,0,02,4,1,6,3,1,,,2,3,10,07,33,,,,375,375,1,375,375,0,,0,0,0,,9,,1815,3,1,1,4,,,,,,,,,,,,,,,,,1,01,,599
114,2024,06,3,35,0,07,,2,1,5,,1,2,1,3,16,05,20,,,,,,,,,,,,,,,,6,,,,,,4,6,2,4,10,1,2,,,,1,,,2,,,1,06,2,346
115,2024,06,1,48,7,01,2,1,6,2,1,,,2,2,15,10,43,,,,300,270,1,300,270,0,,0,0,0,,3,,1750,3,4,2,3,,,,,,,,,,,,,,,,,1,03,,689
116,2024,06,4,46,6,12,,2,5,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,01,,272
117,2024,06,4,35,4,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,593
118,2024,06,1,35,0,06,,2,1,4,1,,,1,3,21,01,03,,,,375,375,1,375,375,0,,0,0,0,,240,,3846,1,1,3,3,,,,,,,,,,,,,,,,,1,03,2,253
119,2024,06,4,59,9,12,,2,3,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,01,,385
120,2024,06,1,24,0,08,,1,2,2,1,,,1,3,18,01,04,,,,400,400,1,400,400,0,,0,0,0,,240,,5000,3,1,3,4,,,,,,,,,,,,,,,,,1,03,3,868
121,2024,06,4,35,0,08,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,1,06,3,93
122,2024,06,1,59,0,02,3,2,6,1,1,,,2,3,08,07,34,,,,400,400,1,400,400,0,,0,0,0,,2,,1800,3,1,1,1,,,,,,,,,,,,,,,,,1,17,,535
123,2024,06,4,13,0,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,201
124,2024,06,1,10,0,07,,2,6,4,1,,,1,3,16,05,25,,,,237,190,2,237,190,47,1,0,0,0,6,199,,2823,1,1,3,4,,,,,,,,,,,,,,,,,1,15,4,96
125,2024,06,4,24,0,10,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,1,11,,464
126,2024,06,1,35,4,07,,1,6,4,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,240,,3702,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,288
127,2024,06,1,47,0,03,5,1,6,2,1,,,2,3,20,08,35,,,,400,400,1,400,400,0,,0,0,0,,97,,2750,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,242
128,2024,06,1,35,0,04,,2,1,4,1,,,2,3,17,05,24,,,,350,350,1,350,350,0,,0,0,0,,80,,3373,1,1,3,3,,,,,,,,,,,,,,,,,3,02,,165
129,2024,06,1,24,0,02,3,1,6,3,1,,,2,3,06,08,36,,,,400,400,1,400,400,0,,0,0,0,,10,,2988,1,1,3,3,,,,,,,,,,,,,,,,,1,03,,425
130,2024,06,1,35,4,04,,1,6,5,1,,,2,3,11,07,33,,,,250,250,2,250,250,0,,0,0,0,5,52,,2000,1,1,4,4,,,,,,,,,,,,,,,,,1,05,,1303
131,2024,06,1,10,0,03,6,1,6,6,1,,,2,3,14,01,02,,,,450,450,1,450,450,0,,0,0,0,,10,,5288,3,1,1,2,,,,,,,,,,,,,,,,,1,01,,163
132,2024,06,4,35,0,05,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,1,18,,295
133,2024,06,1,59,0,04,,1,6,2,1,,,2,3,18,07,33,,,,400,400,1,400,400,0,,0,0,0,,65,,2644,3,1,1,4,,,,,,,,,,,,,,,,,1,18,,294
134,2024,06,1,35,3,08,,1,6,4,1,,,1,3,21,05,22,,,,375,380,1,375,380,0,,0,5,5,,240,,5179,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,517
135,2024,06,4,35,0,09,,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,01,,231
136,2024,06,3,13,0,06,,1,6,5,,1,1,2,3,10,08,38,,,,,,,,,,,,,,,,12,,,,,,,8,3,4,12,3,2,,,,,,,,,,1,01,,86
137,2024,06,4,47,0,12,,1,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,163
138,2024,06,4,35,0,06,,2,1,5,,1,2,1,2,16,05,20,,,,,,,,,,,,,,,,32,,,,,,,,,2,02,3,,,,,,,,,,,1,06,2,125
139,2024,06,4,24,0,01,1,2,6,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,06,,148
140,2024,06,1,12,0,05,,2,1,5,1,,,2,3,12,01,02,,,,375,375,1,375,375,0,,0,0,0,,9,,4821,3,1,2,4,,,,,,,,,,,,,,,,,1,03,2,122
141,2024,06,1,24,0,07,,1,4,4,1,,,2,3,09,03,13,,,,400,320,1,400,320,80,2,0,0,0,,28,,3502,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,178
142,2024,06,4,13,0,03,5,2,6,5,,1,1,2,2,02,09,40,,,,,,,,,,,,,,,,40,,,,,,,,,3,05,11,,,,,,,,,,,2,04,,189
143,2024,06,1,48,8,05,,2,1,5,1,,,2,3,17,04,16,,,,362,362,1,362,362,0,,0,0,0,,14,,4419,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,568
144,2024,06,1,46,0,05,,2,1,4,1,,,2,1,19,07,34,,,,400,400,1,400,400,0,,0,0,0,,133,,1550,3,1,2,2,,,,,,,,,,,,,,,,,1,14,,44
145,2024,06,1,46,6,02,3,2,2,4,1,,,2,3,19,07,32,,,,250,260,2,250,260,0,,0,0,0,6,8,,1600,3,4,1,1,,,,,,,,,,,,,,,,,1,02,,269
146,2024,06,1,24,0,07,,2,2,5,1,,,2,3,14,03,11,,,,350,350,1,350,350,0,,0,0,0,,134,,4550,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,120
147,2024,06,1,13,0,09,,1,6,2,1,,,2,3,07,10,41,,,,400,430,1,400,430,0,,0,0,0,,240,,1943,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,81
148,2024,06,1,24,2,05,,1,1,4,1,,,2,1,13,08,38,,,,300,300,1,300,300,0,,0,0,0,,14,,1800,3,1,1,1,,,,,,,,,,,,,,,,,2,02,,172
149,2024,06,1,47,0,04,,2,6,4,1,,,2,3,18,02,07,,,,400,430,1,400,430,0,,0,30,30,,14,,1800,3,1,3,3,,,,,,,,,,,,,,,,,1,05,,142
