REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2021,03,4,35,0,02,3,2,6,4,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,39,,,,,,,,,4,12,5,,,,,,,,,4,,2,10,,302
2,2021,03,4,46,6,11,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,11,,72
3,2021,03,4,35,0,12,,1,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,11,,144
4,2021,03,4,46,6,09,,2,3,4,,1,1,2,3,17,07,34,,,,,,,,,,,,,,,,19,,,,,,,,,4,13,2,,,,,,,,,5,,1,01,,133
5,2021,03,4,10,0,03,6,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,1,16,2,147
6,2021,03,1,13,0,03,6,1,6,4,1,,,2,3,14,03,11,,,,400,400,1,400,400,0,,0,0,0,,6,,2400,3,3,3,3,,,,,,,,,,,,,,,,,1,11,,83
7,2021,03,2,59,0,03,6,1,6,5,1,,,1,3,16,05,20,3,1,1,450,0,1,450,0,,,,,,,43,,2493,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,498
8,2021,03,1,59,0,05,,2,4,1,1,,,6,3,13,01,03,,,,400,360,1,400,360,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,1,14,2,188
9,2021,03,4,35,0,12,,2,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,364
10,2021,03,4,35,0,02,3,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,1,18,,346
